trigram,freq
"('wir', 'stundenlang', 'schweigend')",1
"('stundenlang', 'schweigend', 'herumgelaufen')",1
"('schweigend', 'herumgelaufen', 'waren')",1
"('herumgelaufen', 'waren', 'brach')",1
"('waren', 'brach', 'die')",1
"('brach', 'die', 'nacht')",1
"('die', 'nacht', 'herein')",1
"('nacht', 'herein', 'und')",1
"('herein', 'und', 'die')",1
"('die', 'sterne', 'begannen')",1
"('sterne', 'begannen', 'zu')",1
"('begannen', 'zu', 'leuchten')",1
"('zu', 'leuchten', 'ich')",1
"('leuchten', 'ich', 'nahm')",1
"('ich', 'nahm', 'sie')",1
"('nahm', 'sie', 'wahr')",1
"('sie', 'wahr', 'wie')",1
"('wahr', 'wie', 'im')",1
"('wie', 'im', 'traum')",1
"('im', 'traum', 'ich')",1
"('traum', 'ich', 'hatte')",1
"('ich', 'hatte', 'ein')",1
"('hatte', 'ein', 'bisschen')",1
"('ein', 'bisschen', 'fieber')",1
"('bisschen', 'fieber', 'das')",1
"('fieber', 'das', 'machte')",1
"('das', 'machte', 'der')",1
"('machte', 'der', 'durst')",1
"('der', 'durst', 'die')",1
"('durst', 'die', 'worte')",1
"('die', 'worte', 'des')",1
"('worte', 'des', 'kleinen')",1
"('kleinen', 'prinzen', 'tanzten')",1
"('prinzen', 'tanzten', 'durch')",1
"('tanzten', 'durch', 'mein')",1
"('durch', 'mein', 'bewusstsein')",1
"('mein', 'bewusstsein', 'du')",1
"('bewusstsein', 'du', 'hast')",1
"('du', 'hast', 'also')",1
"('hast', 'also', 'auch')",1
"('also', 'auch', 'durst')",1
"('auch', 'durst', 'fragte')",1
"('durst', 'fragte', 'ich')",1
"('fragte', 'ich', 'ihn')",1
"('ich', 'ihn', 'aber')",1
"('ihn', 'aber', 'er')",1
"('er', 'sagte', 'nur')",1
"('sagte', 'nur', 'wasser')",1
"('nur', 'wasser', 'ist')",1
"('wasser', 'ist', 'auch')",1
"('ist', 'auch', 'gut')",1
"('auch', 'gut', 'für')",1
"('gut', 'für', 'das')",1
"('für', 'das', 'herz')",1
"('das', 'herz', 'ich')",1
"('herz', 'ich', 'verstand')",1
"('ich', 'verstand', 'seine')",1
"('verstand', 'seine', 'antwort')",1
"('seine', 'antwort', 'nicht')",1
"('antwort', 'nicht', 'und')",1
"('und', 'ich', 'schwieg')",1
"('schwieg', 'ich', 'wusste')",1
"('ich', 'wusste', 'ja')",1
"('wusste', 'ja', 'dass')",1
"('ja', 'dass', 'man')",1
"('dass', 'man', 'ihn')",1
"('man', 'ihn', 'nicht')",1
"('ihn', 'nicht', 'ausfragen')",1
"('nicht', 'ausfragen', 'sollte')",1
"('ausfragen', 'sollte', 'er')",1
"('sollte', 'er', 'war')",1
"('er', 'war', 'müde')",1
"('war', 'müde', 'er')",1
"('müde', 'er', 'setzte')",1
"('sich', 'hin', 'ich')",1
"('hin', 'ich', 'setzte')",1
"('setzte', 'mich', 'neben')",1
"('mich', 'neben', 'ihn')",1
"('neben', 'ihn', 'und')",1
"('ihn', 'und', 'nach')",1
"('augenblick', 'stille', 'sagte')",1
"('er', 'noch', 'die')",1
"('noch', 'die', 'sterne')",1
"('die', 'sterne', 'sind')",1
"('sterne', 'sind', 'schön')",1
"('sind', 'schön', 'weil')",1
"('schön', 'weil', 'sie')",1
"('weil', 'sie', 'an')",1
"('sie', 'an', 'eine')",1
"('an', 'eine', 'blume')",1
"('eine', 'blume', 'erinnern')",1
"('blume', 'erinnern', 'die')",1
"('erinnern', 'die', 'man')",1
"('die', 'man', 'nicht')",1
"('man', 'nicht', 'sieht')",1
"('nicht', 'sieht', 'ich')",1
"('sieht', 'ich', 'antworte')",1
"('ich', 'antworte', 'das')",1
"('antworte', 'das', 'stimmt')",1
"('das', 'stimmt', 'und')",1
"('stimmt', 'und', 'ich')",1
"('und', 'ich', 'schaute')",1
"('ich', 'schaute', 'schweigend')",1
"('schaute', 'schweigend', 'auf')",1
"('schweigend', 'auf', 'die')",1
"('auf', 'die', 'falten')",1
"('die', 'falten', 'im')",1
"('falten', 'im', 'sand')",1
"('im', 'sand', 'unter')",1
"('sand', 'unter', 'dem')",1
"('unter', 'dem', 'mond')",1
"('dem', 'mond', 'die')",1
"('mond', 'die', 'wüste')",1
"('die', 'wüste', 'ist')",1
"('wüste', 'ist', 'schön')",1
"('ist', 'schön', 'fügte')",1
"('schön', 'fügte', 'er')",1
"('er', 'hinzu', 'und')",1
"('hinzu', 'und', 'es')",1
"('und', 'es', 'stimmte')",1
"('es', 'stimmte', 'ich')",1
"('stimmte', 'ich', 'habe')",1
"('habe', 'die', 'wüste')",1
"('die', 'wüste', 'immer')",1
"('wüste', 'immer', 'geliebt')",1
"('immer', 'geliebt', 'man')",1
"('geliebt', 'man', 'setzt')",1
"('man', 'setzt', 'sich')",1
"('setzt', 'sich', 'auf')",1
"('sich', 'auf', 'eine')",1
"('auf', 'eine', 'sanddüne')",1
"('eine', 'sanddüne', 'man')",1
"('sanddüne', 'man', 'sieht')",1
"('man', 'sieht', 'nichts')",1
"('sieht', 'nichts', 'man')",1
"('nichts', 'man', 'hört')",1
"('man', 'hört', 'nichts')",1
"('hört', 'nichts', 'und')",1
"('nichts', 'und', 'trotzdem')",1
"('und', 'trotzdem', 'leuchtet')",1
"('trotzdem', 'leuchtet', 'etwas')",1
"('leuchtet', 'etwas', 'im')",1
"('etwas', 'im', 'stillen')",1
"('im', 'stillen', 'was')",1
"('stillen', 'was', 'die')",1
"('was', 'die', 'wüste')",1
"('die', 'wüste', 'so')",1
"('wüste', 'so', 'schön')",1
"('so', 'schön', 'macht')",1
"('schön', 'macht', 'sagte')",1
"('prinz', 'ist', 'dass')",1
"('dass', 'sie', 'irgendwo')",1
"('sie', 'irgendwo', 'einen')",1
"('irgendwo', 'einen', 'brunnen')",1
"('einen', 'brunnen', 'versteckt')",1
"('brunnen', 'versteckt', 'hält')",1
"('versteckt', 'hält', 'ich')",1
"('hält', 'ich', 'war')",1
"('ich', 'war', 'überrascht')",1
"('war', 'überrascht', 'plötzlich')",1
"('überrascht', 'plötzlich', 'dieses')",1
"('plötzlich', 'dieses', 'rätselhafte')",1
"('dieses', 'rätselhafte', 'leuchten')",1
"('rätselhafte', 'leuchten', 'des')",1
"('leuchten', 'des', 'sandes')",1
"('des', 'sandes', 'zu')",1
"('sandes', 'zu', 'verstehen')",1
"('zu', 'verstehen', 'als')",1
"('verstehen', 'als', 'ich')",1
"('junge', 'war', 'wohnte')",1
"('war', 'wohnte', 'ich')",1
"('wohnte', 'ich', 'in')",1
"('in', 'einem', 'alten')",1
"('einem', 'alten', 'haus')",1
"('alten', 'haus', 'und')",1
"('haus', 'und', 'der')",1
"('und', 'der', 'legende')",1
"('der', 'legende', 'nach')",1
"('legende', 'nach', 'war')",1
"('nach', 'war', 'dort')",1
"('war', 'dort', 'ein')",1
"('dort', 'ein', 'schatz')",1
"('ein', 'schatz', 'versteckt')",1
"('schatz', 'versteckt', 'natürlich')",1
"('versteckt', 'natürlich', 'gelang')",1
"('natürlich', 'gelang', 'es')",1
"('gelang', 'es', 'nie')",1
"('es', 'nie', 'jemandem')",1
"('nie', 'jemandem', 'ihn')",1
"('jemandem', 'ihn', 'zu')",1
"('ihn', 'zu', 'entdecken')",1
"('zu', 'entdecken', 'vielleicht')",1
"('entdecken', 'vielleicht', 'nicht')",1
"('vielleicht', 'nicht', 'mal')",1
"('nicht', 'mal', 'danach')",1
"('mal', 'danach', 'zu')",1
"('danach', 'zu', 'suchen')",1
"('zu', 'suchen', 'aber')",1
"('suchen', 'aber', 'er')",1
"('aber', 'er', 'verzauberte')",1
"('er', 'verzauberte', 'das')",1
"('verzauberte', 'das', 'ganze')",1
"('das', 'ganze', 'haus')",1
"('ganze', 'haus', 'mein')",1
"('haus', 'mein', 'haus')",1
"('mein', 'haus', 'versteckte')",1
"('haus', 'versteckte', 'am')",1
"('versteckte', 'am', 'grunde')",1
"('am', 'grunde', 'seines')",1
"('grunde', 'seines', 'herzens')",1
"('seines', 'herzens', 'ein')",1
"('herzens', 'ein', 'geheimnis')",1
"('ein', 'geheimnis', 'ja')",1
"('geheimnis', 'ja', 'sagte')",1
"('ja', 'sagte', 'ich')",1
"('kleinen', 'prinzen', 'ob')",1
"('prinzen', 'ob', 'es')",1
"('ob', 'es', 'sich')",1
"('es', 'sich', 'nun')",1
"('sich', 'nun', 'um')",1
"('nun', 'um', 'das')",1
"('um', 'das', 'haus')",1
"('das', 'haus', 'die')",1
"('haus', 'die', 'sterne')",1
"('die', 'sterne', 'oder')",1
"('sterne', 'oder', 'die')",1
"('oder', 'die', 'wüste')",1
"('die', 'wüste', 'handelt')",1
"('wüste', 'handelt', 'was')",1
"('handelt', 'was', 'ihre')",1
"('was', 'ihre', 'schönheit')",1
"('ihre', 'schönheit', 'ausmacht')",1
"('schönheit', 'ausmacht', 'ist')",1
"('ausmacht', 'ist', 'unsichtbar')",1
"('ist', 'unsichtbar', 'ich')",1
"('unsichtbar', 'ich', 'bin')",1
"('ich', 'bin', 'zufrieden')",1
"('bin', 'zufrieden', 'sagte')",1
"('zufrieden', 'sagte', 'er')",1
"('sagte', 'er', 'dass')",1
"('er', 'dass', 'du')",1
"('du', 'es', 'genauso')",1
"('es', 'genauso', 'siehst')",1
"('genauso', 'siehst', 'wie')",1
"('siehst', 'wie', 'mein')",1
"('mein', 'fuchs', 'weil')",1
"('fuchs', 'weil', 'der')",1
"('weil', 'der', 'kleine')",1
"('kleine', 'prinz', 'einschlief')",1
"('prinz', 'einschlief', 'nahm')",1
"('einschlief', 'nahm', 'ich')",1
"('nahm', 'ich', 'ihn')",1
"('ich', 'ihn', 'in')",1
"('ihn', 'in', 'meine')",1
"('in', 'meine', 'arme')",1
"('meine', 'arme', 'und')",1
"('arme', 'und', 'lief')",1
"('und', 'lief', 'weiter')",1
"('lief', 'weiter', 'ich')",1
"('weiter', 'ich', 'war')",1
"('ich', 'war', 'gerührt')",1
"('war', 'gerührt', 'mir')",1
"('gerührt', 'mir', 'schien')",1
"('mir', 'schien', 'ich')",1
"('schien', 'ich', 'trüge')",1
"('ich', 'trüge', 'einen')",1
"('trüge', 'einen', 'zerbrechlichen')",1
"('einen', 'zerbrechlichen', 'schatz')",1
"('zerbrechlichen', 'schatz', 'es')",1
"('schatz', 'es', 'schien')",1
"('es', 'schien', 'mir')",1
"('schien', 'mir', 'sogar')",1
"('mir', 'sogar', 'so')",1
"('sogar', 'so', 'als')",1
"('so', 'als', 'gäbe')",1
"('als', 'gäbe', 'es')",1
"('gäbe', 'es', 'nichts')",1
"('es', 'nichts', 'zerbrechlicheres')",1
"('nichts', 'zerbrechlicheres', 'auf')",1
"('zerbrechlicheres', 'auf', 'der')",1
"('der', 'erde', 'ich')",1
"('erde', 'ich', 'schaute')",1
"('ich', 'schaute', 'im')",1
"('schaute', 'im', 'mondlicht')",1
"('im', 'mondlicht', 'auf')",1
"('mondlicht', 'auf', 'diese')",1
"('auf', 'diese', 'blasse')",1
"('diese', 'blasse', 'stirn')",1
"('blasse', 'stirn', 'die')",1
"('stirn', 'die', 'geschlossenen')",1
"('die', 'geschlossenen', 'augen')",1
"('geschlossenen', 'augen', 'die')",1
"('augen', 'die', 'haarsträhnen')",1
"('die', 'haarsträhnen', 'die')",1
"('haarsträhnen', 'die', 'im')",1
"('die', 'im', 'wind')",1
"('im', 'wind', 'zitterten')",1
"('wind', 'zitterten', 'und')",1
"('zitterten', 'und', 'ich')",1
"('und', 'ich', 'sagte')",1
"('ich', 'sagte', 'mir')",1
"('sagte', 'mir', 'was')",1
"('mir', 'was', 'ich')",1
"('was', 'ich', 'vor')",1
"('ich', 'vor', 'mir')",1
"('vor', 'mir', 'sehe')",1
"('mir', 'sehe', 'ist')",1
"('sehe', 'ist', 'nur')",1
"('ist', 'nur', 'eine')",1
"('nur', 'eine', 'hülle')",1
"('eine', 'hülle', 'das')",1
"('hülle', 'das', 'eigentliche')",1
"('das', 'eigentliche', 'ist')",1
"('eigentliche', 'ist', 'unsichtbar')",1
"('ist', 'unsichtbar', 'da')",1
"('unsichtbar', 'da', 'seine')",1
"('da', 'seine', 'halbgeöffneten')",1
"('seine', 'halbgeöffneten', 'lippen')",1
"('halbgeöffneten', 'lippen', 'ein')",1
"('lippen', 'ein', 'halbes')",1
"('ein', 'halbes', 'lächeln')",1
"('halbes', 'lächeln', 'andeuteten')",1
"('lächeln', 'andeuteten', 'sagte')",1
"('andeuteten', 'sagte', 'ich')",1
"('ich', 'mir', 'noch')",1
"('mir', 'noch', 'was')",1
"('noch', 'was', 'mich')",1
"('was', 'mich', 'am')",1
"('mich', 'am', 'kleinen')",1
"('am', 'kleinen', 'schlafenden')",1
"('kleinen', 'schlafenden', 'prinzen')",1
"('schlafenden', 'prinzen', 'so')",1
"('prinzen', 'so', 'rührt')",1
"('so', 'rührt', 'ist')",1
"('rührt', 'ist', 'seine')",1
"('ist', 'seine', 'treue')",1
"('seine', 'treue', 'zu')",1
"('treue', 'zu', 'einer')",1
"('zu', 'einer', 'blume')",1
"('einer', 'blume', 'das')",1
"('das', 'ist', 'das')",1
"('das', 'bild', 'einer')",1
"('bild', 'einer', 'rose')",1
"('einer', 'rose', 'das')",1
"('rose', 'das', 'in')",1
"('das', 'in', 'ihm')",1
"('in', 'ihm', 'strahlt')",1
"('ihm', 'strahlt', 'wie')",1
"('strahlt', 'wie', 'die')",1
"('wie', 'die', 'flamme')",1
"('die', 'flamme', 'einer')",1
"('flamme', 'einer', 'kerze')",1
"('einer', 'kerze', 'selbst')",1
"('kerze', 'selbst', 'wenn')",1
"('wenn', 'er', 'schläft')",1
"('er', 'schläft', 'und')",1
"('schläft', 'und', 'er')",1
"('und', 'er', 'erschien')",1
"('er', 'erschien', 'mir')",1
"('erschien', 'mir', 'noch')",1
"('mir', 'noch', 'zerbrechlicher')",1
"('noch', 'zerbrechlicher', 'man')",1
"('zerbrechlicher', 'man', 'muss')",1
"('man', 'muss', 'kerzen')",1
"('muss', 'kerzen', 'gut')",1
"('kerzen', 'gut', 'schützen')",1
"('gut', 'schützen', 'schon')",1
"('schützen', 'schon', 'ein')",1
"('schon', 'ein', 'windstoß')",1
"('ein', 'windstoß', 'kann')",1
"('windstoß', 'kann', 'sie')",1
"('kann', 'sie', 'auslöschen')",1
"('sie', 'auslöschen', 'und')",1
"('auslöschen', 'und', 'während')",1
"('und', 'während', 'ich')",1
"('während', 'ich', 'so')",1
"('ich', 'so', 'lief')",1
"('so', 'lief', 'entdeckte')",1
"('lief', 'entdeckte', 'ich')",1
"('entdeckte', 'ich', 'bei')",1
"('ich', 'bei', 'tagesanbruch')",1
"('bei', 'tagesanbruch', 'den')",1
"('tagesanbruch', 'den', 'brunnen')",1
"('den', 'brunnen', 'die')",1
"('brunnen', 'die', 'menschen')",1
"('kleine', 'prinz', 'drängen')",1
"('prinz', 'drängen', 'sich')",1
"('drängen', 'sich', 'in')",1
"('sich', 'in', 'schnellzüge')",1
"('in', 'schnellzüge', 'aber')",1
"('schnellzüge', 'aber', 'sie')",1
"('aber', 'sie', 'wissen')",1
"('sie', 'wissen', 'nicht')",1
"('wissen', 'nicht', 'wohin')",1
"('nicht', 'wohin', 'sie')",1
"('sie', 'wollen', 'so')",1
"('wollen', 'so', 'fahren')",1
"('so', 'fahren', 'sie')",1
"('fahren', 'sie', 'hin')",1
"('sie', 'hin', 'und')",1
"('hin', 'und', 'her')",1
"('und', 'her', 'und')",1
"('her', 'und', 'dabei')",1
"('und', 'dabei', 'immer')",1
"('dabei', 'immer', 'im')",1
"('immer', 'im', 'kreis')",1
"('im', 'kreis', 'und')",1
"('kreis', 'und', 'er')",1
"('und', 'er', 'fügte')",1
"('fügte', 'hinzu', 'das')",1
"('hinzu', 'das', 'ist')",1
"('das', 'ist', 'es')",1
"('es', 'nicht', 'wert')",1
"('nicht', 'wert', 'der')",1
"('wert', 'der', 'brunnen')",1
"('der', 'brunnen', 'zu')",1
"('brunnen', 'zu', 'dem')",1
"('zu', 'dem', 'wir')",1
"('dem', 'wir', 'kamen')",1
"('wir', 'kamen', 'sah')",1
"('kamen', 'sah', 'nicht')",1
"('sah', 'nicht', 'so')",1
"('nicht', 'so', 'aus')",1
"('aus', 'wie', 'die')",1
"('wie', 'die', 'üblichen')",1
"('die', 'üblichen', 'saharabrunnen')",1
"('üblichen', 'saharabrunnen', 'die')",1
"('saharabrunnen', 'die', 'brunnen')",1
"('die', 'brunnen', 'in')",1
"('in', 'der', 'sahara')",1
"('der', 'sahara', 'sind')",1
"('sahara', 'sind', 'nur')",1
"('sind', 'nur', 'einfache')",1
"('nur', 'einfache', 'löcher')",1
"('einfache', 'löcher', 'im')",1
"('löcher', 'im', 'sand')",1
"('im', 'sand', 'dieser')",1
"('sand', 'dieser', 'aber')",1
"('dieser', 'aber', 'glich')",1
"('aber', 'glich', 'einem')",1
"('glich', 'einem', 'dorfbrunnen')",1
"('einem', 'dorfbrunnen', 'aber')",1
"('dorfbrunnen', 'aber', 'da')",1
"('aber', 'da', 'war')",1
"('da', 'war', 'kein')",1
"('war', 'kein', 'dorf')",1
"('kein', 'dorf', 'und')",1
"('dorf', 'und', 'ich')",1
"('und', 'ich', 'glaubte')",1
"('ich', 'glaubte', 'zu')",1
"('glaubte', 'zu', 'träumen')",1
"('zu', 'träumen', 'merkwürdig')",1
"('träumen', 'merkwürdig', 'sagte')",1
"('merkwürdig', 'sagte', 'ich')",1
"('kleinen', 'prinzen', 'alles')",1
"('prinzen', 'alles', 'ist')",1
"('alles', 'ist', 'bereit')",1
"('ist', 'bereit', 'die')",1
"('bereit', 'die', 'winde')",1
"('die', 'winde', 'der')",1
"('winde', 'der', 'eimer')",1
"('der', 'eimer', 'das')",1
"('eimer', 'das', 'seil')",1
"('das', 'seil', 'er')",1
"('seil', 'er', 'lachte')",1
"('er', 'lachte', 'fasste')",1
"('lachte', 'fasste', 'das')",1
"('fasste', 'das', 'seil')",1
"('das', 'seil', 'und')",1
"('seil', 'und', 'ließ')",1
"('und', 'ließ', 'die')",1
"('ließ', 'die', 'brunnenwinde')",1
"('die', 'brunnenwinde', 'spielen')",1
"('brunnenwinde', 'spielen', 'und')",1
"('spielen', 'und', 'sie')",1
"('und', 'sie', 'ächzte')",1
"('sie', 'ächzte', 'wie')",1
"('ächzte', 'wie', 'ein')",1
"('wie', 'ein', 'alter')",1
"('ein', 'alter', 'wetterhahn')",1
"('alter', 'wetterhahn', 'wenn')",1
"('wetterhahn', 'wenn', 'der')",1
"('wenn', 'der', 'wind')",1
"('der', 'wind', 'lange')",1
"('wind', 'lange', 'geschlafen')",1
"('lange', 'geschlafen', 'hat')",1
"('geschlafen', 'hat', 'hörst')",1
"('hat', 'hörst', 'du')",1
"('hörst', 'du', 'sagte')",1
"('kleine', 'prinz', 'wir')",1
"('prinz', 'wir', 'wecken')",1
"('wir', 'wecken', 'diesen')",1
"('wecken', 'diesen', 'brunnen')",1
"('diesen', 'brunnen', 'und')",1
"('brunnen', 'und', 'er')",1
"('und', 'er', 'singt')",1
"('er', 'singt', 'ich')",1
"('singt', 'ich', 'wollte')",1
"('ich', 'wollte', 'nicht')",1
"('er', 'sich', 'zu')",1
"('sich', 'zu', 'sehr')",1
"('zu', 'sehr', 'anstrengt')",1
"('sehr', 'anstrengt', 'lass')",1
"('anstrengt', 'lass', 'mich')",1
"('lass', 'mich', 'das')",1
"('mich', 'das', 'machen')",1
"('das', 'machen', 'sagte')",1
"('machen', 'sagte', 'ich')",1
"('sagte', 'ich', 'das')",1
"('ich', 'das', 'ist')",1
"('zu', 'schwer', 'für')",1
"('schwer', 'für', 'dich')",1
"('für', 'dich', 'langsam')",1
"('dich', 'langsam', 'zog')",1
"('langsam', 'zog', 'ich')",1
"('zog', 'ich', 'den')",1
"('ich', 'den', 'eimer')",1
"('den', 'eimer', 'bis')",1
"('eimer', 'bis', 'zum')",1
"('bis', 'zum', 'rand')",1
"('zum', 'rand', 'hinauf')",1
"('rand', 'hinauf', 'ich')",1
"('hinauf', 'ich', 'stellte')",1
"('ich', 'stellte', 'ihn')",1
"('stellte', 'ihn', 'ganz')",1
"('ihn', 'ganz', 'aufrecht')",1
"('ganz', 'aufrecht', 'hin')",1
"('aufrecht', 'hin', 'in')",1
"('hin', 'in', 'meinen')",1
"('in', 'meinen', 'ohren')",1
"('meinen', 'ohren', 'hallte')",1
"('ohren', 'hallte', 'noch')",1
"('hallte', 'noch', 'das')",1
"('noch', 'das', 'geräusch')",1
"('das', 'geräusch', 'der')",1
"('geräusch', 'der', 'zugwinde')",1
"('der', 'zugwinde', 'und')",1
"('zugwinde', 'und', 'im')",1
"('und', 'im', 'zitternden')",1
"('im', 'zitternden', 'wasser')",1
"('zitternden', 'wasser', 'sah')",1
"('wasser', 'sah', 'ich')",1
"('sah', 'ich', 'die')",1
"('die', 'sonne', 'schimmern')",1
"('sonne', 'schimmern', 'mich')",1
"('schimmern', 'mich', 'dürstet')",1
"('mich', 'dürstet', 'es')",1
"('dürstet', 'es', 'nach')",1
"('es', 'nach', 'diesem')",1
"('nach', 'diesem', 'wasser')",1
"('diesem', 'wasser', 'sagte')",1
"('wasser', 'sagte', 'der')",1
"('kleine', 'prinz', 'gib')",1
"('prinz', 'gib', 'mir')",1
"('gib', 'mir', 'zu')",1
"('ich', 'verstand', 'was')",1
"('verstand', 'was', 'er')",1
"('was', 'er', 'gesucht')",1
"('er', 'gesucht', 'hatte')",1
"('gesucht', 'hatte', 'ich')",1
"('hatte', 'ich', 'hob')",1
"('ich', 'hob', 'den')",1
"('hob', 'den', 'eimer')",1
"('den', 'eimer', 'an')",1
"('eimer', 'an', 'seine')",1
"('an', 'seine', 'lippen')",1
"('seine', 'lippen', 'er')",1
"('lippen', 'er', 'trank')",1
"('er', 'trank', 'mit')",1
"('trank', 'mit', 'geschlossenen')",1
"('mit', 'geschlossenen', 'augen')",1
"('geschlossenen', 'augen', 'das')",1
"('augen', 'das', 'war')",1
"('das', 'war', 'köstlich')",1
"('war', 'köstlich', 'wie')",1
"('köstlich', 'wie', 'ein')",1
"('wie', 'ein', 'fest')",1
"('ein', 'fest', 'dieses')",1
"('fest', 'dieses', 'wasser')",1
"('dieses', 'wasser', 'war')",1
"('wasser', 'war', 'alles')",1
"('war', 'alles', 'andere')",1
"('alles', 'andere', 'als')",1
"('andere', 'als', 'ein')",1
"('als', 'ein', 'einfaches')",1
"('ein', 'einfaches', 'lebensmittel')",1
"('einfaches', 'lebensmittel', 'es')",1
"('lebensmittel', 'es', 'war')",1
"('es', 'war', 'entstanden')",1
"('war', 'entstanden', 'aus')",1
"('entstanden', 'aus', 'dem')",1
"('aus', 'dem', 'marsch')",1
"('dem', 'marsch', 'unter')",1
"('marsch', 'unter', 'den')",1
"('unter', 'den', 'sternen')",1
"('den', 'sternen', 'aus')",1
"('sternen', 'aus', 'dem')",1
"('aus', 'dem', 'gesang')",1
"('dem', 'gesang', 'der')",1
"('gesang', 'der', 'brunnenwinde')",1
"('der', 'brunnenwinde', 'aus')",1
"('brunnenwinde', 'aus', 'der')",1
"('aus', 'der', 'anstrengung')",1
"('der', 'anstrengung', 'meiner')",1
"('anstrengung', 'meiner', 'arme')",1
"('meiner', 'arme', 'es')",1
"('arme', 'es', 'tat')",1
"('es', 'tat', 'dem')",1
"('tat', 'dem', 'herzen')",1
"('dem', 'herzen', 'so')",1
"('herzen', 'so', 'gut')",1
"('so', 'gut', 'wie')",1
"('gut', 'wie', 'ein')",1
"('wie', 'ein', 'geschenk')",1
"('ein', 'geschenk', 'genau')",1
"('geschenk', 'genau', 'so')",1
"('genau', 'so', 'machten')",1
"('so', 'machten', 'als')",1
"('machten', 'als', 'ich')",1
"('junge', 'war', 'das')",1
"('war', 'das', 'licht')",1
"('das', 'licht', 'des')",1
"('licht', 'des', 'weihnachtsbaums')",1
"('des', 'weihnachtsbaums', 'die')",1
"('weihnachtsbaums', 'die', 'musik')",1
"('die', 'musik', 'der')",1
"('musik', 'der', 'mitternachtsmesse')",1
"('der', 'mitternachtsmesse', 'die')",1
"('mitternachtsmesse', 'die', 'milde')",1
"('die', 'milde', 'des')",1
"('milde', 'des', 'lächelns')",1
"('des', 'lächelns', 'den')",1
"('lächelns', 'den', 'ganzen')",1
"('den', 'ganzen', 'zauber')",1
"('ganzen', 'zauber', 'des')",1
"('zauber', 'des', 'geschenks')",1
"('des', 'geschenks', 'aus')",1
"('geschenks', 'aus', 'das')",1
"('aus', 'das', 'ich')",1
"('das', 'ich', 'bekam')",1
"('ich', 'bekam', 'die')",1
"('bekam', 'die', 'menschen')",1
"('die', 'menschen', 'bei')",1
"('menschen', 'bei', 'dir')",1
"('bei', 'dir', 'sagte')",1
"('dir', 'sagte', 'der')",1
"('kleine', 'prinz', 'züchten')",1
"('prinz', 'züchten', 'fünftausend')",1
"('züchten', 'fünftausend', 'rosen')",1
"('fünftausend', 'rosen', 'im')",1
"('rosen', 'im', 'gleichen')",1
"('im', 'gleichen', 'garten')",1
"('gleichen', 'garten', 'und')",1
"('garten', 'und', 'sie')",1
"('und', 'sie', 'finden')",1
"('sie', 'finden', 'nicht')",1
"('finden', 'nicht', 'wonach')",1
"('nicht', 'wonach', 'sie')",1
"('wonach', 'sie', 'suchen')",1
"('sie', 'suchen', 'sie')",1
"('suchen', 'sie', 'finden')",1
"('sie', 'finden', 'es')",1
"('finden', 'es', 'nicht')",1
"('es', 'nicht', 'antwortete')",1
"('nicht', 'antwortete', 'ich')",1
"('ich', 'und', 'dabei')",1
"('und', 'dabei', 'könnte')",1
"('dabei', 'könnte', 'man')",1
"('könnte', 'man', 'das')",1
"('man', 'das', 'was')",1
"('das', 'was', 'sie')",1
"('was', 'sie', 'suchen')",1
"('sie', 'suchen', 'in')",1
"('suchen', 'in', 'einer')",1
"('in', 'einer', 'einzigen')",1
"('einer', 'einzigen', 'rose')",1
"('einzigen', 'rose', 'oder')",1
"('rose', 'oder', 'in')",1
"('oder', 'in', 'ein')",1
"('in', 'ein', 'wenig')",1
"('ein', 'wenig', 'wasser')",1
"('wenig', 'wasser', 'finden')",1
"('wasser', 'finden', 'natürlich')",1
"('finden', 'natürlich', 'antwortete')",1
"('natürlich', 'antwortete', 'ich')",1
"('ich', 'und', 'der')",1
"('kleine', 'prinz', 'ergänzte')",1
"('prinz', 'ergänzte', 'aber')",1
"('ergänzte', 'aber', 'die')",1
"('aber', 'die', 'augen')",1
"('die', 'augen', 'sind')",1
"('augen', 'sind', 'blind')",1
"('sind', 'blind', 'man')",1
"('blind', 'man', 'muss')",1
"('man', 'muss', 'mit')",1
"('muss', 'mit', 'dem')",1
"('dem', 'herzen', 'suchen')",1
"('herzen', 'suchen', 'ich')",1
"('suchen', 'ich', 'hatte')",1
"('ich', 'hatte', 'getrunken')",1
"('hatte', 'getrunken', 'ich')",1
"('getrunken', 'ich', 'atmete')",1
"('ich', 'atmete', 'tief')",1
"('atmete', 'tief', 'durch')",1
"('tief', 'durch', 'der')",1
"('durch', 'der', 'sand')",1
"('der', 'sand', 'hat')",1
"('sand', 'hat', 'bei')",1
"('hat', 'bei', 'tagesanbruch')",1
"('bei', 'tagesanbruch', 'die')",1
"('tagesanbruch', 'die', 'farbe')",1
"('die', 'farbe', 'von')",1
"('farbe', 'von', 'honig')",1
"('von', 'honig', 'ich')",1
"('honig', 'ich', 'war')",1
"('ich', 'war', 'glücklich')",1
"('war', 'glücklich', 'über')",1
"('glücklich', 'über', 'diese')",1
"('über', 'diese', 'honigfarbe')",1
"('diese', 'honigfarbe', 'warum')",1
"('honigfarbe', 'warum', 'musste')",1
"('warum', 'musste', 'ich')",1
"('musste', 'ich', 'traurig')",1
"('ich', 'traurig', 'sein')",1
"('traurig', 'sein', 'du')",1
"('sein', 'du', 'musst')",1
