quadrigram,freq
"('meiner', 'zeichnung', 'nr', 'die')",1
"('zeichnung', 'nr', 'die', 'ich')",1
"('nr', 'die', 'ich', 'immer')",1
"('die', 'ich', 'immer', 'bei')",1
"('ich', 'immer', 'bei', 'mir')",1
"('immer', 'bei', 'mir', 'trug')",1
"('bei', 'mir', 'trug', 'ich')",1
"('mir', 'trug', 'ich', 'wollte')",1
"('trug', 'ich', 'wollte', 'wissen')",1
"('ich', 'wollte', 'wissen', 'ob')",1
"('wollte', 'wissen', 'ob', 'er')",1
"('wissen', 'ob', 'er', 'wirklich')",1
"('ob', 'er', 'wirklich', 'schlau')",1
"('er', 'wirklich', 'schlau', 'war')",1
"('wirklich', 'schlau', 'war', 'aber')",1
"('schlau', 'war', 'aber', 'immer')",1
"('war', 'aber', 'immer', 'erhielt')",1
"('aber', 'immer', 'erhielt', 'ich')",1
"('immer', 'erhielt', 'ich', 'die')",1
"('erhielt', 'ich', 'die', 'antwort')",1
"('ich', 'die', 'antwort', 'es')",1
"('die', 'antwort', 'es', 'ist')",1
"('antwort', 'es', 'ist', 'ein')",1
"('es', 'ist', 'ein', 'hut')",1
"('ist', 'ein', 'hut', 'so')",1
"('ein', 'hut', 'so', 'sprach')",1
"('hut', 'so', 'sprach', 'ich')",1
"('so', 'sprach', 'ich', 'weder')",1
"('sprach', 'ich', 'weder', 'von')",1
"('ich', 'weder', 'von', 'riesenschlangen')",1
"('weder', 'von', 'riesenschlangen', 'noch')",1
"('von', 'riesenschlangen', 'noch', 'vom')",1
"('riesenschlangen', 'noch', 'vom', 'urwald')",1
"('noch', 'vom', 'urwald', 'oder')",1
"('vom', 'urwald', 'oder', 'von')",1
"('urwald', 'oder', 'von', 'sternen')",1
"('oder', 'von', 'sternen', 'ich')",1
"('von', 'sternen', 'ich', 'ließ')",1
"('sternen', 'ich', 'ließ', 'mich')",1
"('ich', 'ließ', 'mich', 'auf')",1
"('ließ', 'mich', 'auf', 'ihn')",1
"('mich', 'auf', 'ihn', 'ein')",1
"('auf', 'ihn', 'ein', 'ich')",1
"('ihn', 'ein', 'ich', 'sprach')",1
"('ein', 'ich', 'sprach', 'über')",1
"('ich', 'sprach', 'über', 'bridge')",1
"('sprach', 'über', 'bridge', 'golf')",1
"('über', 'bridge', 'golf', 'über')",1
"('bridge', 'golf', 'über', 'politik')",1
"('golf', 'über', 'politik', 'und')",1
"('über', 'politik', 'und', 'krawatten')",1
"('politik', 'und', 'krawatten', 'und')",1
"('und', 'krawatten', 'und', 'der')",1
"('krawatten', 'und', 'der', 'erwachsene')",1
"('und', 'der', 'erwachsene', 'war')",1
"('der', 'erwachsene', 'war', 'zufrieden')",1
"('erwachsene', 'war', 'zufrieden', 'auf')",1
"('war', 'zufrieden', 'auf', 'einen')",1
"('zufrieden', 'auf', 'einen', 'so')",1
"('auf', 'einen', 'so', 'vernünftigen')",1
"('einen', 'so', 'vernünftigen', 'mann')",1
"('so', 'vernünftigen', 'mann', 'zu')",1
"('vernünftigen', 'mann', 'zu', 'treffen')",1
"('mann', 'zu', 'treffen', 'so')",1
"('zu', 'treffen', 'so', 'lebte')",1
"('treffen', 'so', 'lebte', 'ich')",1
"('so', 'lebte', 'ich', 'allein')",1
"('lebte', 'ich', 'allein', 'ohne')",1
"('ich', 'allein', 'ohne', 'jemanden')",1
"('allein', 'ohne', 'jemanden', 'mit')",1
"('ohne', 'jemanden', 'mit', 'dem')",1
"('jemanden', 'mit', 'dem', 'ich')",1
"('mit', 'dem', 'ich', 'wirklich')",1
"('dem', 'ich', 'wirklich', 'hätte')",1
"('ich', 'wirklich', 'hätte', 'sprechen')",1
"('wirklich', 'hätte', 'sprechen', 'können')",1
"('hätte', 'sprechen', 'können', 'bis')",1
"('sprechen', 'können', 'bis', 'ich')",1
"('können', 'bis', 'ich', 'vor')",1
"('bis', 'ich', 'vor', 'sechs')",1
"('ich', 'vor', 'sechs', 'jahren')",1
"('vor', 'sechs', 'jahren', 'eine')",1
"('sechs', 'jahren', 'eine', 'panne')",1
"('jahren', 'eine', 'panne', 'in')",1
"('eine', 'panne', 'in', 'der')",1
"('in', 'der', 'wüste', 'sahara')",1
"('der', 'wüste', 'sahara', 'hatte')",1
"('wüste', 'sahara', 'hatte', 'irgendetwas')",1
"('sahara', 'hatte', 'irgendetwas', 'an')",1
"('hatte', 'irgendetwas', 'an', 'meinem')",1
"('irgendetwas', 'an', 'meinem', 'motor')",1
"('an', 'meinem', 'motor', 'war')",1
"('meinem', 'motor', 'war', 'kaputt')",1
"('motor', 'war', 'kaputt', 'gegangen')",1
"('war', 'kaputt', 'gegangen', 'und')",1
"('kaputt', 'gegangen', 'und', 'weil')",1
"('gegangen', 'und', 'weil', 'ich')",1
"('und', 'weil', 'ich', 'weder')",1
"('weil', 'ich', 'weder', 'einen')",1
"('ich', 'weder', 'einen', 'mechaniker')",1
"('weder', 'einen', 'mechaniker', 'noch')",1
"('einen', 'mechaniker', 'noch', 'passagiere')",1
"('mechaniker', 'noch', 'passagiere', 'bei')",1
"('noch', 'passagiere', 'bei', 'mir')",1
"('passagiere', 'bei', 'mir', 'hatte')",1
"('bei', 'mir', 'hatte', 'bereitete')",1
"('mir', 'hatte', 'bereitete', 'ich')",1
"('hatte', 'bereitete', 'ich', 'mich')",1
"('bereitete', 'ich', 'mich', 'darauf')",1
"('ich', 'mich', 'darauf', 'vor')",1
"('mich', 'darauf', 'vor', 'die')",1
"('darauf', 'vor', 'die', 'schwierige')",1
"('vor', 'die', 'schwierige', 'reparatur')",1
"('die', 'schwierige', 'reparatur', 'ganz')",1
"('schwierige', 'reparatur', 'ganz', 'allein')",1
"('reparatur', 'ganz', 'allein', 'vorzunehmen')",1
"('ganz', 'allein', 'vorzunehmen', 'dabei')",1
"('allein', 'vorzunehmen', 'dabei', 'ging')",1
"('vorzunehmen', 'dabei', 'ging', 'es')",1
"('dabei', 'ging', 'es', 'für')",1
"('ging', 'es', 'für', 'mich')",1
"('es', 'für', 'mich', 'um')",1
"('für', 'mich', 'um', 'leben')",1
"('mich', 'um', 'leben', 'und')",1
"('um', 'leben', 'und', 'tod')",1
"('leben', 'und', 'tod', 'ich')",1
"('und', 'tod', 'ich', 'hatte')",1
"('tod', 'ich', 'hatte', 'trinkwasser')",1
"('ich', 'hatte', 'trinkwasser', 'für')",1
"('hatte', 'trinkwasser', 'für', 'knapp')",1
"('trinkwasser', 'für', 'knapp', 'acht')",1
"('für', 'knapp', 'acht', 'tage')",1
"('knapp', 'acht', 'tage', 'am')",1
"('acht', 'tage', 'am', 'ersten')",1
"('tage', 'am', 'ersten', 'abend')",1
"('am', 'ersten', 'abend', 'schlief')",1
"('ersten', 'abend', 'schlief', 'ich')",1
"('abend', 'schlief', 'ich', 'im')",1
"('schlief', 'ich', 'im', 'sand')",1
"('ich', 'im', 'sand', 'ein')",1
"('im', 'sand', 'ein', 'tausende')",1
"('sand', 'ein', 'tausende', 'meilen')",1
"('ein', 'tausende', 'meilen', 'entfernt')",1
"('tausende', 'meilen', 'entfernt', 'von')",1
"('meilen', 'entfernt', 'von', 'besiedeltem')",1
"('entfernt', 'von', 'besiedeltem', 'gebiet')",1
"('von', 'besiedeltem', 'gebiet', 'ich')",1
"('besiedeltem', 'gebiet', 'ich', 'war')",1
"('gebiet', 'ich', 'war', 'viel')",1
"('ich', 'war', 'viel', 'abgeschiedener')",1
"('war', 'viel', 'abgeschiedener', 'als')",1
"('viel', 'abgeschiedener', 'als', 'ein')",1
"('abgeschiedener', 'als', 'ein', 'schiffbrüchiger')",1
"('als', 'ein', 'schiffbrüchiger', 'mitten')",1
"('ein', 'schiffbrüchiger', 'mitten', 'im')",1
"('schiffbrüchiger', 'mitten', 'im', 'ozean')",1
"('mitten', 'im', 'ozean', 'so')",1
"('im', 'ozean', 'so', 'könnt')",1
"('ozean', 'so', 'könnt', 'ihr')",1
"('so', 'könnt', 'ihr', 'euch')",1
"('könnt', 'ihr', 'euch', 'vorstellen')",1
"('ihr', 'euch', 'vorstellen', 'wie')",1
"('euch', 'vorstellen', 'wie', 'überrascht')",1
"('vorstellen', 'wie', 'überrascht', 'ich')",1
"('wie', 'überrascht', 'ich', 'war')",1
"('überrascht', 'ich', 'war', 'als')",1
"('ich', 'war', 'als', 'ich')",1
"('war', 'als', 'ich', 'bei')",1
"('als', 'ich', 'bei', 'sonnenaufgang')",1
"('ich', 'bei', 'sonnenaufgang', 'von')",1
"('bei', 'sonnenaufgang', 'von', 'einer')",1
"('sonnenaufgang', 'von', 'einer', 'leisen')",1
"('von', 'einer', 'leisen', 'lustigen')",1
"('einer', 'leisen', 'lustigen', 'stimme')",1
"('leisen', 'lustigen', 'stimme', 'geweckt')",1
"('lustigen', 'stimme', 'geweckt', 'wurde')",1
"('stimme', 'geweckt', 'wurde', 'und')",1
"('geweckt', 'wurde', 'und', 'die')",1
"('wurde', 'und', 'die', 'sagte')",1
"('und', 'die', 'sagte', 'bitte')",1
"('die', 'sagte', 'bitte', 'zeichne')",1
"('sagte', 'bitte', 'zeichne', 'mir')",1
"('mir', 'ein', 'schaf', 'wie')",1
"('ein', 'schaf', 'wie', 'bitte')",1
"('schaf', 'wie', 'bitte', 'zeichne')",1
"('wie', 'bitte', 'zeichne', 'mir')",1
"('mir', 'ein', 'schaf', 'ich')",1
"('ein', 'schaf', 'ich', 'sprang')",1
"('schaf', 'ich', 'sprang', 'auf')",1
"('ich', 'sprang', 'auf', 'als')",1
"('sprang', 'auf', 'als', 'wäre')",1
"('auf', 'als', 'wäre', 'ich')",1
"('als', 'wäre', 'ich', 'vom')",1
"('wäre', 'ich', 'vom', 'blitz')",1
"('ich', 'vom', 'blitz', 'getroffen')",1
"('vom', 'blitz', 'getroffen', 'worden')",1
"('blitz', 'getroffen', 'worden', 'ich')",1
"('getroffen', 'worden', 'ich', 'rieb')",1
"('worden', 'ich', 'rieb', 'mir')",1
"('ich', 'rieb', 'mir', 'die')",1
"('rieb', 'mir', 'die', 'augen')",1
"('mir', 'die', 'augen', 'und')",1
"('die', 'augen', 'und', 'schaute')",1
"('augen', 'und', 'schaute', 'genau')",1
"('und', 'schaute', 'genau', 'hin')",1
"('schaute', 'genau', 'hin', 'und')",1
"('genau', 'hin', 'und', 'ich')",1
"('hin', 'und', 'ich', 'sah')",1
"('und', 'ich', 'sah', 'ein')",1
"('ich', 'sah', 'ein', 'außergewöhnliches')",1
"('sah', 'ein', 'außergewöhnliches', 'kleines')",1
"('ein', 'außergewöhnliches', 'kleines', 'kerlchen')",1
"('außergewöhnliches', 'kleines', 'kerlchen', 'das')",1
"('kleines', 'kerlchen', 'das', 'mich')",1
"('kerlchen', 'das', 'mich', 'ernst')",1
"('das', 'mich', 'ernst', 'betrachtete')",1
"('mich', 'ernst', 'betrachtete', 'hier')",1
"('ernst', 'betrachtete', 'hier', 'das')",1
"('betrachtete', 'hier', 'das', 'beste')",1
"('hier', 'das', 'beste', 'porträt')",1
"('das', 'beste', 'porträt', 'das')",1
"('beste', 'porträt', 'das', 'ich')",1
"('porträt', 'das', 'ich', 'später')",1
"('das', 'ich', 'später', 'von')",1
"('ich', 'später', 'von', 'ihm')",1
"('später', 'von', 'ihm', 'zu')",1
"('von', 'ihm', 'zu', 'stande')",1
"('ihm', 'zu', 'stande', 'brachte')",1
"('zu', 'stande', 'brachte', 'aber')",1
"('stande', 'brachte', 'aber', 'natürlich')",1
"('brachte', 'aber', 'natürlich', 'ist')",1
"('aber', 'natürlich', 'ist', 'meine')",1
"('natürlich', 'ist', 'meine', 'zeichnung')",1
"('ist', 'meine', 'zeichnung', 'weit')",1
"('meine', 'zeichnung', 'weit', 'weniger')",1
"('zeichnung', 'weit', 'weniger', 'bezaubernd')",1
"('weit', 'weniger', 'bezaubernd', 'als')",1
"('weniger', 'bezaubernd', 'als', 'das')",1
"('bezaubernd', 'als', 'das', 'original')",1
"('als', 'das', 'original', 'das')",1
"('das', 'original', 'das', 'ist')",1
"('original', 'das', 'ist', 'nicht')",1
"('das', 'ist', 'nicht', 'meine')",1
"('ist', 'nicht', 'meine', 'schuld')",1
"('nicht', 'meine', 'schuld', 'die')",1
"('meine', 'schuld', 'die', 'großen')",1
"('schuld', 'die', 'großen', 'haben')",1
"('die', 'großen', 'haben', 'mich')",1
"('großen', 'haben', 'mich', 'von')",1
"('haben', 'mich', 'von', 'meiner')",1
"('mich', 'von', 'meiner', 'malerkarriere')",1
"('von', 'meiner', 'malerkarriere', 'abgebracht')",1
"('meiner', 'malerkarriere', 'abgebracht', 'als')",1
"('malerkarriere', 'abgebracht', 'als', 'ich')",1
"('abgebracht', 'als', 'ich', 'sechs')",1
"('jahre', 'alt', 'war', 'sodass')",1
"('alt', 'war', 'sodass', 'ich')",1
"('war', 'sodass', 'ich', 'nichts')",1
"('sodass', 'ich', 'nichts', 'zu')",1
"('ich', 'nichts', 'zu', 'zeichnen')",1
"('nichts', 'zu', 'zeichnen', 'gelernt')",1
"('zu', 'zeichnen', 'gelernt', 'hatte')",1
"('zeichnen', 'gelernt', 'hatte', 'als')",1
"('gelernt', 'hatte', 'als', 'geschlossene')",1
"('hatte', 'als', 'geschlossene', 'und')",1
"('als', 'geschlossene', 'und', 'offene')",1
"('geschlossene', 'und', 'offene', 'riesenschlangen')",1
"('und', 'offene', 'riesenschlangen', 'ich')",1
"('offene', 'riesenschlangen', 'ich', 'schaute')",1
"('riesenschlangen', 'ich', 'schaute', 'also')",1
"('ich', 'schaute', 'also', 'voller')",1
"('schaute', 'also', 'voller', 'verwunderung')",1
"('also', 'voller', 'verwunderung', 'mit')",1
"('voller', 'verwunderung', 'mit', 'aufgerissenen')",1
"('verwunderung', 'mit', 'aufgerissenen', 'augen')",1
"('mit', 'aufgerissenen', 'augen', 'auf')",1
"('aufgerissenen', 'augen', 'auf', 'diese')",1
"('augen', 'auf', 'diese', 'erscheinung')",1
"('auf', 'diese', 'erscheinung', 'vergesst')",1
"('diese', 'erscheinung', 'vergesst', 'nicht')",1
"('erscheinung', 'vergesst', 'nicht', 'ich')",1
"('vergesst', 'nicht', 'ich', 'war')",1
"('nicht', 'ich', 'war', 'tausend')",1
"('ich', 'war', 'tausend', 'meilen')",1
"('war', 'tausend', 'meilen', 'entfernt')",1
"('meilen', 'entfernt', 'von', 'jeglichem')",1
"('entfernt', 'von', 'jeglichem', 'besiedelten')",1
"('von', 'jeglichem', 'besiedelten', 'gebiet')",1
"('jeglichem', 'besiedelten', 'gebiet', 'dabei')",1
"('besiedelten', 'gebiet', 'dabei', 'schien')",1
"('gebiet', 'dabei', 'schien', 'mir')",1
"('dabei', 'schien', 'mir', 'das')",1
"('schien', 'mir', 'das', 'kleine')",1
"('mir', 'das', 'kleine', 'kerlchen')",1
"('das', 'kleine', 'kerlchen', 'weder')",1
"('kleine', 'kerlchen', 'weder', 'verirrt')",1
"('kerlchen', 'weder', 'verirrt', 'noch')",1
"('weder', 'verirrt', 'noch', 'todmüde')",1
"('verirrt', 'noch', 'todmüde', 'weder')",1
"('noch', 'todmüde', 'weder', 'hungrig')",1
"('todmüde', 'weder', 'hungrig', 'oder')",1
"('weder', 'hungrig', 'oder', 'durstig')",1
"('hungrig', 'oder', 'durstig', 'noch')",1
"('oder', 'durstig', 'noch', 'todängstlich')",1
"('durstig', 'noch', 'todängstlich', 'es')",1
"('noch', 'todängstlich', 'es', 'wirkte')",1
"('todängstlich', 'es', 'wirkte', 'ganz')",1
"('es', 'wirkte', 'ganz', 'und')",1
"('wirkte', 'ganz', 'und', 'gar')",1
"('ganz', 'und', 'gar', 'nicht')",1
"('und', 'gar', 'nicht', 'wie')",1
"('gar', 'nicht', 'wie', 'ein')",1
"('nicht', 'wie', 'ein', 'kind')",1
"('wie', 'ein', 'kind', 'verloren')",1
"('ein', 'kind', 'verloren', 'inmitten')",1
"('kind', 'verloren', 'inmitten', 'der')",1
"('verloren', 'inmitten', 'der', 'wüste')",1
"('inmitten', 'der', 'wüste', 'tausend')",1
"('der', 'wüste', 'tausend', 'meilen')",1
"('wüste', 'tausend', 'meilen', 'entfernt')",1
"('meilen', 'entfernt', 'von', 'jeglicher')",1
"('entfernt', 'von', 'jeglicher', 'zivilisation')",1
"('von', 'jeglicher', 'zivilisation', 'als')",1
"('jeglicher', 'zivilisation', 'als', 'ich')",1
"('zivilisation', 'als', 'ich', 'mich')",1
"('als', 'ich', 'mich', 'endlich')",1
"('ich', 'mich', 'endlich', 'gefasst')",1
"('mich', 'endlich', 'gefasst', 'hatte')",1
"('endlich', 'gefasst', 'hatte', 'sagte')",1
"('gefasst', 'hatte', 'sagte', 'ich')",1
"('hatte', 'sagte', 'ich', 'aber')",1
"('sagte', 'ich', 'aber', 'was')",1
"('ich', 'aber', 'was', 'machst')",1
"('aber', 'was', 'machst', 'du')",1
"('was', 'machst', 'du', 'denn')",1
"('machst', 'du', 'denn', 'hier')",1
"('du', 'denn', 'hier', 'da')",1
"('denn', 'hier', 'da', 'wiederholte')",1
"('hier', 'da', 'wiederholte', 'er')",1
"('da', 'wiederholte', 'er', 'ganz')",1
"('wiederholte', 'er', 'ganz', 'sacht')",1
"('er', 'ganz', 'sacht', 'als')",1
"('ganz', 'sacht', 'als', 'handele')",1
"('sacht', 'als', 'handele', 'es')",1
"('als', 'handele', 'es', 'sich')",1
"('handele', 'es', 'sich', 'um')",1
"('es', 'sich', 'um', 'eine')",1
"('sich', 'um', 'eine', 'sehr')",1
"('um', 'eine', 'sehr', 'ernstzunehmende')",1
"('eine', 'sehr', 'ernstzunehmende', 'angelegenheit')",1
"('sehr', 'ernstzunehmende', 'angelegenheit', 'bitte')",1
"('ernstzunehmende', 'angelegenheit', 'bitte', 'zeichne')",1
"('angelegenheit', 'bitte', 'zeichne', 'mir')",1
"('mir', 'ein', 'schaf', 'bei')",1
"('ein', 'schaf', 'bei', 'etwas')",1
"('schaf', 'bei', 'etwas', 'so')",1
"('bei', 'etwas', 'so', 'beeindruckend')",1
"('etwas', 'so', 'beeindruckend', 'rätselhaftem')",1
"('so', 'beeindruckend', 'rätselhaftem', 'wagt')",1
"('beeindruckend', 'rätselhaftem', 'wagt', 'man')",1
"('rätselhaftem', 'wagt', 'man', 'nicht')",1
"('wagt', 'man', 'nicht', 'zu')",1
"('man', 'nicht', 'zu', 'widersprechen')",1
"('nicht', 'zu', 'widersprechen', 'so')",1
"('zu', 'widersprechen', 'so', 'absurd')",1
"('widersprechen', 'so', 'absurd', 'es')",1
"('so', 'absurd', 'es', 'mir')",1
"('absurd', 'es', 'mir', 'erschien')",1
"('es', 'mir', 'erschien', 'holte')",1
"('mir', 'erschien', 'holte', 'ich')",1
"('erschien', 'holte', 'ich', 'tausend')",1
"('holte', 'ich', 'tausend', 'meilen')",1
"('ich', 'tausend', 'meilen', 'entfernt')",1
"('meilen', 'entfernt', 'von', 'jeder')",1
"('entfernt', 'von', 'jeder', 'zivilisation')",1
"('von', 'jeder', 'zivilisation', 'meinen')",1
"('jeder', 'zivilisation', 'meinen', 'farbstift')",1
"('zivilisation', 'meinen', 'farbstift', 'hervor')",1
"('meinen', 'farbstift', 'hervor', 'ein')",1
"('farbstift', 'hervor', 'ein', 'blatt')",1
"('hervor', 'ein', 'blatt', 'papier')",1
"('ein', 'blatt', 'papier', 'und')",1
"('blatt', 'papier', 'und', 'einen')",1
"('papier', 'und', 'einen', 'füller')",1
"('und', 'einen', 'füller', 'ich')",1
"('einen', 'füller', 'ich', 'erinnerte')",1
"('füller', 'ich', 'erinnerte', 'mich')",1
"('ich', 'erinnerte', 'mich', 'daran')",1
"('erinnerte', 'mich', 'daran', 'dass')",1
"('mich', 'daran', 'dass', 'ich')",1
"('daran', 'dass', 'ich', 'vor')",1
"('dass', 'ich', 'vor', 'allem')",1
"('ich', 'vor', 'allem', 'geographie')",1
"('vor', 'allem', 'geographie', 'geschichte')",1
"('allem', 'geographie', 'geschichte', 'mathematik')",1
"('geographie', 'geschichte', 'mathematik', 'und')",1
"('geschichte', 'mathematik', 'und', 'grammatik')",1
"('mathematik', 'und', 'grammatik', 'erlernt')",1
"('und', 'grammatik', 'erlernt', 'hatte')",1
"('grammatik', 'erlernt', 'hatte', 'und')",1
"('erlernt', 'hatte', 'und', 'so')",1
"('hatte', 'und', 'so', 'sagte')",1
"('und', 'so', 'sagte', 'ich')",1
"('so', 'sagte', 'ich', 'schlecht')",1
"('sagte', 'ich', 'schlecht', 'gelaunt')",1
"('ich', 'schlecht', 'gelaunt', 'zu')",1
"('schlecht', 'gelaunt', 'zu', 'dem')",1
"('gelaunt', 'zu', 'dem', 'kleinen')",1
"('zu', 'dem', 'kleinen', 'männchen')",1
"('dem', 'kleinen', 'männchen', 'dass')",1
"('kleinen', 'männchen', 'dass', 'ich')",1
"('männchen', 'dass', 'ich', 'nicht')",1
"('dass', 'ich', 'nicht', 'zeichnen')",1
"('ich', 'nicht', 'zeichnen', 'könne')",1
"('nicht', 'zeichnen', 'könne', 'er')",1
"('zeichnen', 'könne', 'er', 'antwortete')",1
"('könne', 'er', 'antwortete', 'mir')",1
"('er', 'antwortete', 'mir', 'das')",1
"('antwortete', 'mir', 'das', 'macht')",1
"('mir', 'das', 'macht', 'nichts')",1
"('das', 'macht', 'nichts', 'zeichne')",1
"('macht', 'nichts', 'zeichne', 'mir')",1
"('nichts', 'zeichne', 'mir', 'ein')",1
"('mir', 'ein', 'schaf', 'weil')",1
"('ein', 'schaf', 'weil', 'ich')",1
"('schaf', 'weil', 'ich', 'niemals')",1
"('weil', 'ich', 'niemals', 'ein')",1
"('ich', 'niemals', 'ein', 'schaf')",1
"('niemals', 'ein', 'schaf', 'gezeichnet')",1
"('ein', 'schaf', 'gezeichnet', 'hatte')",1
"('schaf', 'gezeichnet', 'hatte', 'malte')",1
"('gezeichnet', 'hatte', 'malte', 'ich')",1
"('hatte', 'malte', 'ich', 'einfach')",1
"('malte', 'ich', 'einfach', 'eines')",1
"('ich', 'einfach', 'eines', 'der')",1
"('einfach', 'eines', 'der', 'zwei')",1
"('eines', 'der', 'zwei', 'bilder')",1
"('der', 'zwei', 'bilder', 'die')",1
"('zwei', 'bilder', 'die', 'ich')",1
"('bilder', 'die', 'ich', 'beherrschte')",1
"('die', 'ich', 'beherrschte', 'jenes')",1
"('ich', 'beherrschte', 'jenes', 'von')",1
"('beherrschte', 'jenes', 'von', 'der')",1
"('jenes', 'von', 'der', 'geschlossenen')",1
"('von', 'der', 'geschlossenen', 'riesenschlange')",1
"('der', 'geschlossenen', 'riesenschlange', 'und')",1
"('geschlossenen', 'riesenschlange', 'und', 'ich')",1
"('riesenschlange', 'und', 'ich', 'war')",1
"('und', 'ich', 'war', 'verblüfft')",1
"('ich', 'war', 'verblüfft', 'als')",1
"('war', 'verblüfft', 'als', 'der')",1
"('verblüfft', 'als', 'der', 'kleine')",1
"('als', 'der', 'kleine', 'kerl')",1
"('der', 'kleine', 'kerl', 'mir')",1
"('kleine', 'kerl', 'mir', 'antwortete')",1
"('kerl', 'mir', 'antwortete', 'nein')",1
"('mir', 'antwortete', 'nein', 'nein')",1
"('antwortete', 'nein', 'nein', 'ich')",1
"('nein', 'nein', 'ich', 'will')",1
"('nein', 'ich', 'will', 'keinen')",1
"('ich', 'will', 'keinen', 'elefanten')",1
"('will', 'keinen', 'elefanten', 'in')",1
"('keinen', 'elefanten', 'in', 'einer')",1
"('elefanten', 'in', 'einer', 'riesenschlage')",1
"('in', 'einer', 'riesenschlage', 'eine')",1
"('einer', 'riesenschlage', 'eine', 'riesenschlange')",1
"('riesenschlage', 'eine', 'riesenschlange', 'ist')",1
"('eine', 'riesenschlange', 'ist', 'sehr')",1
"('riesenschlange', 'ist', 'sehr', 'gefährlich')",1
"('ist', 'sehr', 'gefährlich', 'und')",1
"('sehr', 'gefährlich', 'und', 'ein')",1
"('gefährlich', 'und', 'ein', 'elefant')",1
"('und', 'ein', 'elefant', 'nimmt')",1
"('ein', 'elefant', 'nimmt', 'viel')",1
"('elefant', 'nimmt', 'viel', 'platz')",1
"('nimmt', 'viel', 'platz', 'weg')",1
"('viel', 'platz', 'weg', 'bei')",1
"('platz', 'weg', 'bei', 'mir')",1
"('weg', 'bei', 'mir', 'ist')",1
"('bei', 'mir', 'ist', 'es')",1
"('mir', 'ist', 'es', 'ganz')",1
"('ist', 'es', 'ganz', 'klein')",1
"('es', 'ganz', 'klein', 'ich')",1
"('ganz', 'klein', 'ich', 'brauche')",1
"('klein', 'ich', 'brauche', 'ein')",1
"('ich', 'brauche', 'ein', 'schaf')",1
"('brauche', 'ein', 'schaf', 'zeichne')",1
"('ein', 'schaf', 'zeichne', 'mir')",1
"('schaf', 'zeichne', 'mir', 'ein')",1
"('mir', 'ein', 'schaf', 'so')",1
"('ein', 'schaf', 'so', 'habe')",1
"('schaf', 'so', 'habe', 'ich')",1
"('habe', 'ich', 'also', 'gezeichnet')",1
"('ich', 'also', 'gezeichnet', 'er')",1
"('also', 'gezeichnet', 'er', 'schaute')",1
"('gezeichnet', 'er', 'schaute', 'aufmerksam')",1
"('er', 'schaute', 'aufmerksam', 'zu')",1
"('schaute', 'aufmerksam', 'zu', 'und')",1
"('aufmerksam', 'zu', 'und', 'dann')",1
"('zu', 'und', 'dann', 'nein')",1
"('und', 'dann', 'nein', 'dieses')",1
"('dann', 'nein', 'dieses', 'ist')",1
"('nein', 'dieses', 'ist', 'schon')",1
"('dieses', 'ist', 'schon', 'sehr')",1
"('ist', 'schon', 'sehr', 'krank')",1
"('schon', 'sehr', 'krank', 'zeichne')",1
"('sehr', 'krank', 'zeichne', 'ein')",1
"('krank', 'zeichne', 'ein', 'anderes')",1
"('zeichne', 'ein', 'anderes', 'und')",1
"('ein', 'anderes', 'und', 'ich')",1
"('anderes', 'und', 'ich', 'zeichnete')",1
"('und', 'ich', 'zeichnete', 'mein')",1
"('ich', 'zeichnete', 'mein', 'freund')",1
"('zeichnete', 'mein', 'freund', 'lächelte')",1
"('mein', 'freund', 'lächelte', 'lieb')",1
"('freund', 'lächelte', 'lieb', 'und')",1
"('lächelte', 'lieb', 'und', 'sagte')",1
"('lieb', 'und', 'sagte', 'nachsichtig')",1
"('und', 'sagte', 'nachsichtig', 'siehst')",1
"('sagte', 'nachsichtig', 'siehst', 'du')",1
"('nachsichtig', 'siehst', 'du', 'das')",1
"('siehst', 'du', 'das', 'ist')",1
"('du', 'das', 'ist', 'kein')",1
"('das', 'ist', 'kein', 'schaf')",1
"('ist', 'kein', 'schaf', 'das')",1
"('kein', 'schaf', 'das', 'ist')",1
"('schaf', 'das', 'ist', 'ein')",1
"('das', 'ist', 'ein', 'hammel')",1
"('ist', 'ein', 'hammel', 'das')",1
"('ein', 'hammel', 'das', 'hat')",1
"('hammel', 'das', 'hat', 'hörner')",1
"('das', 'hat', 'hörner', 'so')",1
