quadrigram,freq
"('den', 'hut', 'zog', 'das')",1
"('hut', 'zog', 'das', 'ist')",1
"('zog', 'das', 'ist', 'immerhin')",1
"('das', 'ist', 'immerhin', 'witziger')",1
"('ist', 'immerhin', 'witziger', 'als')",1
"('immerhin', 'witziger', 'als', 'der')",1
"('witziger', 'als', 'der', 'besuch')",1
"('als', 'der', 'besuch', 'beim')",1
"('der', 'besuch', 'beim', 'könig')",1
"('besuch', 'beim', 'könig', 'sagte')",1
"('beim', 'könig', 'sagte', 'der')",1
"('könig', 'sagte', 'der', 'kleine')",1
"('kleine', 'prinz', 'zu', 'sich')",1
"('prinz', 'zu', 'sich', 'selbst')",1
"('zu', 'sich', 'selbst', 'wieder')",1
"('sich', 'selbst', 'wieder', 'schlug')",1
"('selbst', 'wieder', 'schlug', 'er')",1
"('wieder', 'schlug', 'er', 'die')",1
"('schlug', 'er', 'die', 'hände')",1
"('er', 'die', 'hände', 'zusammen')",1
"('die', 'hände', 'zusammen', 'wieder')",1
"('hände', 'zusammen', 'wieder', 'zog')",1
"('zusammen', 'wieder', 'zog', 'der')",1
"('wieder', 'zog', 'der', 'eitle')",1
"('zog', 'der', 'eitle', 'zum')",1
"('der', 'eitle', 'zum', 'gruß')",1
"('eitle', 'zum', 'gruß', 'seinen')",1
"('zum', 'gruß', 'seinen', 'hut')",1
"('gruß', 'seinen', 'hut', 'nach')",1
"('seinen', 'hut', 'nach', 'fünf')",1
"('hut', 'nach', 'fünf', 'minuten')",1
"('nach', 'fünf', 'minuten', 'ödete')",1
"('fünf', 'minuten', 'ödete', 'die')",1
"('minuten', 'ödete', 'die', 'eintönigkeit')",1
"('ödete', 'die', 'eintönigkeit', 'des')",1
"('die', 'eintönigkeit', 'des', 'spiels')",1
"('eintönigkeit', 'des', 'spiels', 'den')",1
"('des', 'spiels', 'den', 'kleinen')",1
"('spiels', 'den', 'kleinen', 'prinzen')",1
"('den', 'kleinen', 'prinzen', 'an')",1
"('kleinen', 'prinzen', 'an', 'und')",1
"('prinzen', 'an', 'und', 'was')",1
"('an', 'und', 'was', 'muss')",1
"('und', 'was', 'muss', 'man')",1
"('was', 'muss', 'man', 'tun')",1
"('muss', 'man', 'tun', 'damit')",1
"('man', 'tun', 'damit', 'der')",1
"('tun', 'damit', 'der', 'hut')",1
"('damit', 'der', 'hut', 'runterfällt')",1
"('der', 'hut', 'runterfällt', 'doch')",1
"('hut', 'runterfällt', 'doch', 'der')",1
"('runterfällt', 'doch', 'der', 'eitle')",1
"('doch', 'der', 'eitle', 'hörte')",1
"('der', 'eitle', 'hörte', 'ihn')",1
"('eitle', 'hörte', 'ihn', 'nicht')",1
"('hörte', 'ihn', 'nicht', 'eitle')",1
"('ihn', 'nicht', 'eitle', 'menschen')",1
"('nicht', 'eitle', 'menschen', 'hören')",1
"('eitle', 'menschen', 'hören', 'nur')",1
"('menschen', 'hören', 'nur', 'wenn')",1
"('hören', 'nur', 'wenn', 'sie')",1
"('nur', 'wenn', 'sie', 'gelobt')",1
"('wenn', 'sie', 'gelobt', 'werden')",1
"('sie', 'gelobt', 'werden', 'verehrst')",1
"('gelobt', 'werden', 'verehrst', 'du')",1
"('werden', 'verehrst', 'du', 'mich')",1
"('verehrst', 'du', 'mich', 'wirklich')",1
"('du', 'mich', 'wirklich', 'fragte')",1
"('mich', 'wirklich', 'fragte', 'er')",1
"('wirklich', 'fragte', 'er', 'den')",1
"('fragte', 'er', 'den', 'kleinen')",1
"('den', 'kleinen', 'prinzen', 'was')",1
"('kleinen', 'prinzen', 'was', 'bedeutet')",1
"('prinzen', 'was', 'bedeutet', 'verehren')",1
"('was', 'bedeutet', 'verehren', 'verehren')",1
"('bedeutet', 'verehren', 'verehren', 'bedeutet')",1
"('verehren', 'verehren', 'bedeutet', 'zuzugeben')",1
"('verehren', 'bedeutet', 'zuzugeben', 'dass')",1
"('bedeutet', 'zuzugeben', 'dass', 'ich')",1
"('zuzugeben', 'dass', 'ich', 'der')",1
"('dass', 'ich', 'der', 'schönste')",1
"('ich', 'der', 'schönste', 'am')",1
"('der', 'schönste', 'am', 'besten')",1
"('schönste', 'am', 'besten', 'gekleidete')",1
"('am', 'besten', 'gekleidete', 'reichste')",1
"('besten', 'gekleidete', 'reichste', 'und')",1
"('gekleidete', 'reichste', 'und', 'intelligenteste')",1
"('reichste', 'und', 'intelligenteste', 'mensch')",1
"('und', 'intelligenteste', 'mensch', 'auf')",1
"('intelligenteste', 'mensch', 'auf', 'dem')",1
"('mensch', 'auf', 'dem', 'planeten')",1
"('auf', 'dem', 'planeten', 'bin')",1
"('dem', 'planeten', 'bin', 'aber')",1
"('planeten', 'bin', 'aber', 'du')",1
"('bin', 'aber', 'du', 'bist')",1
"('aber', 'du', 'bist', 'ganz')",1
"('du', 'bist', 'ganz', 'allein')",1
"('bist', 'ganz', 'allein', 'auf')",1
"('ganz', 'allein', 'auf', 'deinem')",1
"('allein', 'auf', 'deinem', 'planeten')",1
"('auf', 'deinem', 'planeten', 'tue')",1
"('deinem', 'planeten', 'tue', 'mir')",1
"('planeten', 'tue', 'mir', 'den')",1
"('tue', 'mir', 'den', 'gefallen')",1
"('mir', 'den', 'gefallen', 'verehre')",1
"('den', 'gefallen', 'verehre', 'mich')",1
"('gefallen', 'verehre', 'mich', 'trotzdem')",1
"('verehre', 'mich', 'trotzdem', 'ich')",1
"('mich', 'trotzdem', 'ich', 'verehre')",1
"('trotzdem', 'ich', 'verehre', 'dich')",1
"('ich', 'verehre', 'dich', 'sagte')",1
"('verehre', 'dich', 'sagte', 'der')",1
"('dich', 'sagte', 'der', 'kleine')",1
"('kleine', 'prinz', 'und', 'zuckte')",1
"('prinz', 'und', 'zuckte', 'dabei')",1
"('und', 'zuckte', 'dabei', 'mit')",1
"('zuckte', 'dabei', 'mit', 'den')",1
"('dabei', 'mit', 'den', 'schultern')",1
"('mit', 'den', 'schultern', 'aber')",1
"('den', 'schultern', 'aber', 'warum')",1
"('schultern', 'aber', 'warum', 'interessiert')",1
"('aber', 'warum', 'interessiert', 'dich')",1
"('warum', 'interessiert', 'dich', 'das')",1
"('interessiert', 'dich', 'das', 'bloß')",1
"('dich', 'das', 'bloß', 'und')",1
"('das', 'bloß', 'und', 'der')",1
"('bloß', 'und', 'der', 'kleine')",1
"('kleine', 'prinz', 'brach', 'wieder')",1
"('prinz', 'brach', 'wieder', 'auf')",1
"('brach', 'wieder', 'auf', 'die')",1
"('wieder', 'auf', 'die', 'erwachsenen')",1
"('auf', 'die', 'erwachsenen', 'sind')",1
"('sind', 'doch', 'wirklich', 'ungewöhnlich')",1
"('doch', 'wirklich', 'ungewöhnlich', 'sagte')",1
"('wirklich', 'ungewöhnlich', 'sagte', 'er')",1
"('ungewöhnlich', 'sagte', 'er', 'sich')",1
"('auf', 'seiner', 'reise', 'auf')",1
"('seiner', 'reise', 'auf', 'dem')",1
"('reise', 'auf', 'dem', 'nächsten')",1
"('auf', 'dem', 'nächsten', 'planeten')",1
"('dem', 'nächsten', 'planeten', 'wohnte')",1
"('nächsten', 'planeten', 'wohnte', 'ein')",1
"('planeten', 'wohnte', 'ein', 'säufer')",1
"('wohnte', 'ein', 'säufer', 'es')",1
"('ein', 'säufer', 'es', 'war')",1
"('säufer', 'es', 'war', 'ein')",1
"('es', 'war', 'ein', 'sehr')",1
"('war', 'ein', 'sehr', 'kurzer')",1
"('ein', 'sehr', 'kurzer', 'besuch')",1
"('sehr', 'kurzer', 'besuch', 'doch')",1
"('kurzer', 'besuch', 'doch', 'tauchte')",1
"('besuch', 'doch', 'tauchte', 'er')",1
"('doch', 'tauchte', 'er', 'den')",1
"('tauchte', 'er', 'den', 'kleinen')",1
"('den', 'kleinen', 'prinzen', 'in')",1
"('kleinen', 'prinzen', 'in', 'eine')",1
"('prinzen', 'in', 'eine', 'große')",1
"('in', 'eine', 'große', 'traurigkeit')",1
"('eine', 'große', 'traurigkeit', 'was')",1
"('große', 'traurigkeit', 'was', 'machst')",1
"('traurigkeit', 'was', 'machst', 'du')",1
"('was', 'machst', 'du', 'da')",1
"('machst', 'du', 'da', 'fragte')",1
"('du', 'da', 'fragte', 'er')",1
"('da', 'fragte', 'er', 'den')",1
"('fragte', 'er', 'den', 'säufer')",1
"('er', 'den', 'säufer', 'der')",1
"('den', 'säufer', 'der', 'schweigend')",1
"('säufer', 'der', 'schweigend', 'vor')",1
"('der', 'schweigend', 'vor', 'einer')",1
"('schweigend', 'vor', 'einer', 'ansammlung')",1
"('vor', 'einer', 'ansammlung', 'leerer')",1
"('einer', 'ansammlung', 'leerer', 'und')",1
"('ansammlung', 'leerer', 'und', 'voller')",1
"('leerer', 'und', 'voller', 'flaschen')",1
"('und', 'voller', 'flaschen', 'saß')",1
"('voller', 'flaschen', 'saß', 'ich')",1
"('flaschen', 'saß', 'ich', 'saufe')",1
"('saß', 'ich', 'saufe', 'antwortete')",1
"('ich', 'saufe', 'antwortete', 'finster')",1
"('saufe', 'antwortete', 'finster', 'der')",1
"('antwortete', 'finster', 'der', 'säufer')",1
"('finster', 'der', 'säufer', 'warum')",1
"('der', 'säufer', 'warum', 'säufst')",1
"('säufer', 'warum', 'säufst', 'du')",1
"('warum', 'säufst', 'du', 'fragte')",1
"('säufst', 'du', 'fragte', 'ihn')",1
"('du', 'fragte', 'ihn', 'der')",1
"('fragte', 'ihn', 'der', 'kleine')",1
"('kleine', 'prinz', 'um', 'zu')",1
"('prinz', 'um', 'zu', 'vergessen')",1
"('um', 'zu', 'vergessen', 'sagte')",1
"('zu', 'vergessen', 'sagte', 'der')",1
"('vergessen', 'sagte', 'der', 'säufer')",1
"('sagte', 'der', 'säufer', 'um')",1
"('der', 'säufer', 'um', 'was')",1
"('säufer', 'um', 'was', 'zu')",1
"('um', 'was', 'zu', 'vergessen')",1
"('was', 'zu', 'vergessen', 'erkundigte')",1
"('zu', 'vergessen', 'erkundigte', 'sich')",1
"('vergessen', 'erkundigte', 'sich', 'der')",1
"('erkundigte', 'sich', 'der', 'kleine')",1
"('kleine', 'prinz', 'und', 'bedauerte')",1
"('prinz', 'und', 'bedauerte', 'ihn')",1
"('und', 'bedauerte', 'ihn', 'schon')",1
"('bedauerte', 'ihn', 'schon', 'um')",1
"('ihn', 'schon', 'um', 'zu')",1
"('schon', 'um', 'zu', 'vergessen')",1
"('um', 'zu', 'vergessen', 'dass')",1
"('zu', 'vergessen', 'dass', 'ich')",1
"('vergessen', 'dass', 'ich', 'mich')",1
"('dass', 'ich', 'mich', 'schäme')",1
"('ich', 'mich', 'schäme', 'gab')",1
"('mich', 'schäme', 'gab', 'der')",1
"('schäme', 'gab', 'der', 'säufer')",1
"('säufer', 'zu', 'und', 'senkte')",1
"('zu', 'und', 'senkte', 'den')",1
"('und', 'senkte', 'den', 'kopf')",1
"('senkte', 'den', 'kopf', 'für')",1
"('den', 'kopf', 'für', 'was')",1
"('kopf', 'für', 'was', 'schämst')",1
"('für', 'was', 'schämst', 'du')",1
"('was', 'schämst', 'du', 'dich')",1
"('schämst', 'du', 'dich', 'fragte')",1
"('du', 'dich', 'fragte', 'der')",1
"('dich', 'fragte', 'der', 'kleine')",1
"('kleine', 'prinz', 'der', 'den')",1
"('prinz', 'der', 'den', 'wunsch')",1
"('der', 'den', 'wunsch', 'hatte')",1
"('den', 'wunsch', 'hatte', 'ihm')",1
"('wunsch', 'hatte', 'ihm', 'zu')",1
"('hatte', 'ihm', 'zu', 'helfen')",1
"('ihm', 'zu', 'helfen', 'fürs')",1
"('zu', 'helfen', 'fürs', 'saufen')",1
"('helfen', 'fürs', 'saufen', 'gab')",1
"('fürs', 'saufen', 'gab', 'der')",1
"('saufen', 'gab', 'der', 'säufer')",1
"('säufer', 'zu', 'und', 'vergrub')",1
"('zu', 'und', 'vergrub', 'sich')",1
"('und', 'vergrub', 'sich', 'endgültig')",1
"('vergrub', 'sich', 'endgültig', 'in')",1
"('sich', 'endgültig', 'in', 'schweigen')",1
"('endgültig', 'in', 'schweigen', 'und')",1
"('in', 'schweigen', 'und', 'ganz')",1
"('schweigen', 'und', 'ganz', 'perplex')",1
"('und', 'ganz', 'perplex', 'machte')",1
"('ganz', 'perplex', 'machte', 'sich')",1
"('perplex', 'machte', 'sich', 'der')",1
"('der', 'kleine', 'prinz', 'wieder')",1
"('kleine', 'prinz', 'wieder', 'auf')",1
"('prinz', 'wieder', 'auf', 'und')",1
"('wieder', 'auf', 'und', 'davon')",1
"('sind', 'doch', 'wirklich', 'wunderlich')",1
"('doch', 'wirklich', 'wunderlich', 'sagte')",1
"('wirklich', 'wunderlich', 'sagte', 'er')",1
"('wunderlich', 'sagte', 'er', 'sich')",1
"('seiner', 'reise', 'der', 'vierte')",1
"('reise', 'der', 'vierte', 'planet')",1
"('der', 'vierte', 'planet', 'gehörte')",1
"('vierte', 'planet', 'gehörte', 'einem')",1
"('planet', 'gehörte', 'einem', 'geschäftsmann')",1
"('gehörte', 'einem', 'geschäftsmann', 'der')",1
"('einem', 'geschäftsmann', 'der', 'mann')",1
"('geschäftsmann', 'der', 'mann', 'war')",1
"('der', 'mann', 'war', 'so')",1
"('mann', 'war', 'so', 'beschäftigt')",1
"('war', 'so', 'beschäftigt', 'dass')",1
"('so', 'beschäftigt', 'dass', 'er')",1
"('beschäftigt', 'dass', 'er', 'bei')",1
"('dass', 'er', 'bei', 'der')",1
"('er', 'bei', 'der', 'ankunft')",1
"('bei', 'der', 'ankunft', 'des')",1
"('der', 'ankunft', 'des', 'kleinen')",1
"('ankunft', 'des', 'kleinen', 'prinzen')",1
"('des', 'kleinen', 'prinzen', 'nicht')",1
"('kleinen', 'prinzen', 'nicht', 'einmal')",1
"('prinzen', 'nicht', 'einmal', 'den')",1
"('nicht', 'einmal', 'den', 'kopf')",1
"('einmal', 'den', 'kopf', 'hob')",1
"('den', 'kopf', 'hob', 'guten')",1
"('kopf', 'hob', 'guten', 'tag')",1
"('hob', 'guten', 'tag', 'sagte')",1
"('guten', 'tag', 'sagte', 'dieser')",1
"('tag', 'sagte', 'dieser', 'zu')",1
"('sagte', 'dieser', 'zu', 'ihm')",1
"('dieser', 'zu', 'ihm', 'ihre')",1
"('zu', 'ihm', 'ihre', 'zigarette')",1
"('ihm', 'ihre', 'zigarette', 'ist')",1
"('ihre', 'zigarette', 'ist', 'ausgegangen')",1
"('zigarette', 'ist', 'ausgegangen', 'drei')",1
"('ist', 'ausgegangen', 'drei', 'und')",1
"('ausgegangen', 'drei', 'und', 'zwei')",1
"('drei', 'und', 'zwei', 'macht')",1
"('und', 'zwei', 'macht', 'fünf')",1
"('zwei', 'macht', 'fünf', 'fünf')",1
"('macht', 'fünf', 'fünf', 'und')",1
"('fünf', 'fünf', 'und', 'sieben')",1
"('fünf', 'und', 'sieben', 'zwölf')",1
"('und', 'sieben', 'zwölf', 'zwölf')",1
"('sieben', 'zwölf', 'zwölf', 'und')",1
"('zwölf', 'zwölf', 'und', 'drei')",1
"('zwölf', 'und', 'drei', 'ist')",1
"('und', 'drei', 'ist', 'fünfzehn')",1
"('drei', 'ist', 'fünfzehn', 'fünfzehn')",1
"('ist', 'fünfzehn', 'fünfzehn', 'und')",1
"('fünfzehn', 'fünfzehn', 'und', 'sieben')",1
"('fünfzehn', 'und', 'sieben', 'ist')",1
"('und', 'sieben', 'ist', 'zweiundzwanzig')",1
"('sieben', 'ist', 'zweiundzwanzig', 'keine')",1
"('ist', 'zweiundzwanzig', 'keine', 'zeit')",1
"('zweiundzwanzig', 'keine', 'zeit', 'um')",1
"('keine', 'zeit', 'um', 'sie')",1
"('zeit', 'um', 'sie', 'wieder')",1
"('um', 'sie', 'wieder', 'anzuzünden')",1
"('sie', 'wieder', 'anzuzünden', 'uff')",1
"('wieder', 'anzuzünden', 'uff', 'das')",1
"('anzuzünden', 'uff', 'das', 'macht')",1
"('uff', 'das', 'macht', 'also')",1
"('das', 'macht', 'also', 'fünfhunderteine')",1
"('macht', 'also', 'fünfhunderteine', 'million')",1
"('also', 'fünfhunderteine', 'million', 'sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig')",1
"('fünfhunderteine', 'million', 'sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig', 'fünfhundert')",1
"('million', 'sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig', 'fünfhundert', 'millionen')",1
"('sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig', 'fünfhundert', 'millionen', 'wovon')",1
"('fünfhundert', 'millionen', 'wovon', 'wie')",1
"('millionen', 'wovon', 'wie', 'du')",1
"('wovon', 'wie', 'du', 'bist')",1
"('wie', 'du', 'bist', 'noch')",1
"('du', 'bist', 'noch', 'hier')",1
"('bist', 'noch', 'hier', 'fünfhunderteine')",1
"('noch', 'hier', 'fünfhunderteine', 'millionen')",1
"('hier', 'fünfhunderteine', 'millionen', 'von')",1
"('fünfhunderteine', 'millionen', 'von', 'ich')",1
"('millionen', 'von', 'ich', 'weiß')",1
"('von', 'ich', 'weiß', 'es')",1
"('ich', 'weiß', 'es', 'nicht')",1
"('weiß', 'es', 'nicht', 'mehr')",1
"('es', 'nicht', 'mehr', 'ich')",1
"('nicht', 'mehr', 'ich', 'habe')",1
"('mehr', 'ich', 'habe', 'so')",1
"('ich', 'habe', 'so', 'viel')",1
"('habe', 'so', 'viel', 'arbeit')",1
"('so', 'viel', 'arbeit', 'ich')",1
"('viel', 'arbeit', 'ich', 'bin')",1
"('arbeit', 'ich', 'bin', 'mit')",1
"('bei', 'der', 'sache', 'für')",1
"('der', 'sache', 'für', 'quatsch')",1
"('sache', 'für', 'quatsch', 'hab')",1
"('für', 'quatsch', 'hab', 'ich')",1
"('quatsch', 'hab', 'ich', 'keine')",1
"('hab', 'ich', 'keine', 'zeit')",1
"('ich', 'keine', 'zeit', 'zwei')",1
"('keine', 'zeit', 'zwei', 'und')",1
"('zeit', 'zwei', 'und', 'fünf')",1
"('zwei', 'und', 'fünf', 'ist')",1
"('und', 'fünf', 'ist', 'sieben')",1
"('fünf', 'ist', 'sieben', 'fünfhundert')",1
"('ist', 'sieben', 'fünfhundert', 'millionen')",1
"('sieben', 'fünfhundert', 'millionen', 'wovon')",1
"('fünfhundert', 'millionen', 'wovon', 'wiederholte')",1
"('millionen', 'wovon', 'wiederholte', 'der')",1
"('wovon', 'wiederholte', 'der', 'kleine')",1
"('einmal', 'gestellt', 'hatte', 'der')",1
"('gestellt', 'hatte', 'der', 'geschäftsmann')",1
"('hatte', 'der', 'geschäftsmann', 'hob')",1
"('der', 'geschäftsmann', 'hob', 'den')",1
"('geschäftsmann', 'hob', 'den', 'kopf')",1
"('hob', 'den', 'kopf', 'in')",1
"('den', 'kopf', 'in', 'den')",1
"('kopf', 'in', 'den', 'vierundfünfzig')",1
"('in', 'den', 'vierundfünfzig', 'jahren')",1
"('den', 'vierundfünfzig', 'jahren', 'seit')",1
"('vierundfünfzig', 'jahren', 'seit', 'ich')",1
"('jahren', 'seit', 'ich', 'auf')",1
"('seit', 'ich', 'auf', 'diesem')",1
"('ich', 'auf', 'diesem', 'planeten')",1
"('auf', 'diesem', 'planeten', 'lebe')",1
"('diesem', 'planeten', 'lebe', 'wurde')",1
"('planeten', 'lebe', 'wurde', 'ich')",1
"('lebe', 'wurde', 'ich', 'nur')",1
"('wurde', 'ich', 'nur', 'drei')",1
"('ich', 'nur', 'drei', 'mal')",1
"('nur', 'drei', 'mal', 'gestört')",1
"('drei', 'mal', 'gestört', 'das')",1
"('mal', 'gestört', 'das', 'erste')",1
"('gestört', 'das', 'erste', 'mal')",1
"('das', 'erste', 'mal', 'vor')",1
"('erste', 'mal', 'vor', 'zweiundzwanzig')",1
"('mal', 'vor', 'zweiundzwanzig', 'jahren')",1
"('vor', 'zweiundzwanzig', 'jahren', 'als')",1
"('zweiundzwanzig', 'jahren', 'als', 'ein')",1
"('jahren', 'als', 'ein', 'maikäfer')",1
"('als', 'ein', 'maikäfer', 'von')",1
"('ein', 'maikäfer', 'von', 'weiß')",1
"('maikäfer', 'von', 'weiß', 'gott')",1
"('von', 'weiß', 'gott', 'wo')",1
"('weiß', 'gott', 'wo', 'herabgefallen')",1
"('gott', 'wo', 'herabgefallen', 'ist')",1
"('wo', 'herabgefallen', 'ist', 'er')",1
"('herabgefallen', 'ist', 'er', 'machte')",1
"('ist', 'er', 'machte', 'einen')",1
"('er', 'machte', 'einen', 'furchtbaren')",1
"('machte', 'einen', 'furchtbaren', 'lärm')",1
"('einen', 'furchtbaren', 'lärm', 'und')",1
"('furchtbaren', 'lärm', 'und', 'ich')",1
"('lärm', 'und', 'ich', 'habe')",1
"('und', 'ich', 'habe', 'mich')",1
"('ich', 'habe', 'mich', 'beim')",1
"('habe', 'mich', 'beim', 'addieren')",1
"('mich', 'beim', 'addieren', 'gleich')",1
"('beim', 'addieren', 'gleich', 'viermal')",1
"('addieren', 'gleich', 'viermal', 'verrechnet')",1
"('gleich', 'viermal', 'verrechnet', 'das')",1
"('viermal', 'verrechnet', 'das', 'zweite')",1
"('verrechnet', 'das', 'zweite', 'mal')",1
"('das', 'zweite', 'mal', 'war')",1
"('zweite', 'mal', 'war', 'vor')",1
"('mal', 'war', 'vor', 'elf')",1
"('war', 'vor', 'elf', 'jahren')",1
"('vor', 'elf', 'jahren', 'bei')",1
"('elf', 'jahren', 'bei', 'plötzlichen')",1
"('jahren', 'bei', 'plötzlichen', 'gelenkschmerzen')",1
"('bei', 'plötzlichen', 'gelenkschmerzen', 'ich')",1
"('plötzlichen', 'gelenkschmerzen', 'ich', 'mache')",1
"('gelenkschmerzen', 'ich', 'mache', 'zu')",1
"('ich', 'mache', 'zu', 'wenig')",1
"('mache', 'zu', 'wenig', 'sport')",1
"('zu', 'wenig', 'sport', 'ich')",1
"('wenig', 'sport', 'ich', 'habe')",1
"('sport', 'ich', 'habe', 'keine')",1
"('habe', 'keine', 'zeit', 'zu')",1
"('keine', 'zeit', 'zu', 'vertrödeln')",1
"('zeit', 'zu', 'vertrödeln', 'ich')",1
"('zu', 'vertrödeln', 'ich', 'bin')",1
"('vertrödeln', 'ich', 'bin', 'mit')",1
"('bei', 'der', 'sache', 'das')",1
"('der', 'sache', 'das', 'dritte')",1
"('sache', 'das', 'dritte', 'mal')",1
"('das', 'dritte', 'mal', 'ah')",1
"('dritte', 'mal', 'ah', 'da')",1
"('mal', 'ah', 'da', 'haben')",1
"('ah', 'da', 'haben', 'wir')",1
"('da', 'haben', 'wir', 's')",1
"('haben', 'wir', 's', 'ich')",1
"('wir', 's', 'ich', 'war')",1
"('s', 'ich', 'war', 'bei')",1
"('ich', 'war', 'bei', 'fünfhunderteiner')",1
"('war', 'bei', 'fünfhunderteiner', 'million')",1
"('bei', 'fünfhunderteiner', 'million', 'millionen')",1
"('fünfhunderteiner', 'million', 'millionen', 'wovon')",1
"('million', 'millionen', 'wovon', 'der')",1
"('millionen', 'wovon', 'der', 'geschäftsmann')",1
"('wovon', 'der', 'geschäftsmann', 'verstand')",1
"('der', 'geschäftsmann', 'verstand', 'dass')",1
"('geschäftsmann', 'verstand', 'dass', 'er')",1
"('verstand', 'dass', 'er', 'nicht')",1
"('dass', 'er', 'nicht', 'darauf')",1
"('er', 'nicht', 'darauf', 'hoffen')",1
"('nicht', 'darauf', 'hoffen', 'konnte')",1
"('darauf', 'hoffen', 'konnte', 'in')",1
"('hoffen', 'konnte', 'in', 'ruhe')",1
"('konnte', 'in', 'ruhe', 'gelassen')",1
"('in', 'ruhe', 'gelassen', 'zu')",1
"('ruhe', 'gelassen', 'zu', 'werden')",1
"('gelassen', 'zu', 'werden', 'millionen')",1
"('zu', 'werden', 'millionen', 'dieser')",1
"('werden', 'millionen', 'dieser', 'kleinen')",1
"('millionen', 'dieser', 'kleinen', 'dinger')",1
"('dieser', 'kleinen', 'dinger', 'die')",1
"('kleinen', 'dinger', 'die', 'man')",1
"('dinger', 'die', 'man', 'manchmal')",1
"('die', 'man', 'manchmal', 'am')",1
"('man', 'manchmal', 'am', 'himmel')",1
"('manchmal', 'am', 'himmel', 'sieht')",1
"('am', 'himmel', 'sieht', 'fliegen')",1
"('himmel', 'sieht', 'fliegen', 'aber')",1
"('sieht', 'fliegen', 'aber', 'nein')",1
"('fliegen', 'aber', 'nein', 'diese')",1
"('aber', 'nein', 'diese', 'kleinen')",1
"('nein', 'diese', 'kleinen', 'leuchtenden')",1
"('diese', 'kleinen', 'leuchtenden', 'dinger')",1
"('kleinen', 'leuchtenden', 'dinger', 'bienen')",1
"('leuchtenden', 'dinger', 'bienen', 'aber')",1
"('dinger', 'bienen', 'aber', 'nein')",1
"('bienen', 'aber', 'nein', 'kleine')",1
"('aber', 'nein', 'kleine', 'goldene')",1
"('nein', 'kleine', 'goldene', 'dinger')",1
"('kleine', 'goldene', 'dinger', 'die')",1
"('goldene', 'dinger', 'die', 'faulpelze')",1
"('dinger', 'die', 'faulpelze', 'zum')",1
"('die', 'faulpelze', 'zum', 'träumen')",1
"('faulpelze', 'zum', 'träumen', 'bringen')",1
"('zum', 'träumen', 'bringen', 'aber')",1
"('träumen', 'bringen', 'aber', 'ich')",1
"('bringen', 'aber', 'ich', 'bin')",1
"('aber', 'ich', 'bin', 'mit')",1
"('der', 'sache', 'ich', 'habe')",1
"('sache', 'ich', 'habe', 'keine')",1
"('habe', 'keine', 'zeit', 'zum')",1
"('keine', 'zeit', 'zum', 'träumen')",1
"('zeit', 'zum', 'träumen', 'ah')",1
"('zum', 'träumen', 'ah', 'die')",1
"('träumen', 'ah', 'die', 'sterne')",1
"('ah', 'die', 'sterne', 'ja')",1
"('die', 'sterne', 'ja', 'genau')",1
"('sterne', 'ja', 'genau', 'so')",1
"('ja', 'genau', 'so', 'ist')",1
"('genau', 'so', 'ist', 'es')",1
"('so', 'ist', 'es', 'die')",1
"('ist', 'es', 'die', 'sterne')",1
"('es', 'die', 'sterne', 'und')",1
"('die', 'sterne', 'und', 'was')",1
"('sterne', 'und', 'was', 'machst')",1
"('machst', 'du', 'mit', 'fünfhundert')",1
"('du', 'mit', 'fünfhundert', 'millionen')",1
"('mit', 'fünfhundert', 'millionen', 'sternen')",1
"('fünfhundert', 'millionen', 'sternen', 'fünfhunderteine')",1
"('millionen', 'sternen', 'fünfhunderteine', 'million')",1
"('sternen', 'fünfhunderteine', 'million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig')",1
"('fünfhunderteine', 'million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich')",1
"('million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich', 'bin')",1
"('sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich', 'bin', 'mit')",1
"('der', 'sache', 'ich', 'bin')",1
"('sache', 'ich', 'bin', 'exakt')",1
"('ich', 'bin', 'exakt', 'und')",1
"('bin', 'exakt', 'und', 'was')",1
"('exakt', 'und', 'was', 'machst')",1
"('machst', 'du', 'mit', 'diesen')",1
"('du', 'mit', 'diesen', 'sternen')",1
"('mit', 'diesen', 'sternen', 'was')",1
"('diesen', 'sternen', 'was', 'ich')",1
"('sternen', 'was', 'ich', 'damit')",1
"('was', 'ich', 'damit', 'mache')",1
"('ich', 'damit', 'mache', 'ja')",1
"('damit', 'mache', 'ja', 'nichts')",1
"('mache', 'ja', 'nichts', 'ich')",1
"('ja', 'nichts', 'ich', 'besitze')",1
"('nichts', 'ich', 'besitze', 'sie')",1
"('ich', 'besitze', 'sie', 'du')",1
"('besitze', 'sie', 'du', 'besitzt')",1
"('sie', 'du', 'besitzt', 'die')",1
"('du', 'besitzt', 'die', 'sterne')",1
"('besitzt', 'die', 'sterne', 'ja')",1
"('die', 'sterne', 'ja', 'aber')",1
"('sterne', 'ja', 'aber', 'ich')",1
